URL,Title,Description,Author,Published Date,competition is open to high school students (Criterion),competition is open to high school students (Reasoning),"competition is academic (e.g., stem, humanities) or extracurricular (e.g., arts, sports, debate, etc.) (Criterion)","competition is academic (e.g., stem, humanities) or extracurricular (e.g., arts, sports, debate, etc.) (Reasoning)",is from the official competition website (and is not a list of multiple competitions) (Criterion),is from the official competition website (and is not a list of multiple competitions) (Reasoning),Is a Team Competition (Result),Is a Team Competition (Reasoning)
https://mathkangaroo.org/mks,Math Kangaroo International Competition in Mathematics,"Engages 53,562 students in 2025; promotes problem-solving and logical reasoning in mathematics for grades K-12.",,,Yes,"The Math Kangaroo International Competition is explicitly open to students in grades 1 through 12. This includes high school students, as the competition is designed for all grade levels up to and including 12th grade. According to the source from the Institute of Competition Sciences, ""Any student in grades 1 through 12 qualifies if he or she can work independently."" Additionally, the Art of Problem Solving states that ""Any student that is currently enrolled in grades 1 through 12 (or homeschooled equivalent) is eligible to participate."" Therefore, the competition clearly satisfies the criterion of being open to high school students, as grades 9-12 fall within the stated eligibility range.",Yes,"The Math Kangaroo Int'l Competition in Mathematics is described as an ""international math competition for students in grades K-12. It promotes problem-solving, logical reasoning, and a love for mathematics."" The content repeatedly emphasizes its focus on ""mathematics and problem-solving,"" and mentions ""Math & STEM Instructors."" This directly aligns with the criterion's definition of an academic competition, which states that ""Academic competitions are centered on school subjects such as science, math, engineering, technology..."". The competition's core activity is clearly academic, specifically in the field of mathematics. Even the ""Math Kangaroo Poster Contest"" is framed around ""love for math"" and ""beauty of math through art,"" indicating its connection to the academic subject. Therefore, the competition satisfies the criterion as an academic competition.",Yes,"The Math Kangaroo Int'l Competition listing is dedicated to a single competition, as evidenced by its detailed information about participation, awards, and results specifically for the Math Kangaroo competition. The page highlights its history of 28 years and mentions that in 2025, it welcomed 53,562 students, indicating a focused effort on this event. There are no indications that the page lists multiple competitions or serves as an aggregator. 

Additionally, the search results confirm that Math Kangaroo USA is a national nonprofit organization dedicated to promoting mathematics among students, which aligns with the competition's mission. The page does not appear to be run by a third-party aggregator, but rather by the organizing body itself. 

Therefore, the Math Kangaroo competition listing satisfies the criterion of being from the official competition website and not a list of multiple competitions.",No,The Math Kangaroo International Competition in Mathematics is described as an individual competition where students compete based on their grade levels. There is no indication that it is a team competition. The competition focuses on individual problem-solving skills and awards are given to individual students at state and national levels. This is consistent with typical math competitions that are individual rather than team-based.
https://nsucrypto.nsu.ru/olymp/2023,NSUCRYPTO International Students' Olympiad in Cryptography,"Open to high school students; registration starts Sept. 15, 2023, with two rounds from Oct. 15 to Oct. 23, 2023.",,2021-10-14T00:00:00.000Z,Yes,"The criterion is to determine if the ""NSUCRYPTO International Students' Olympiad in Cryptography"" is open to high school students. The search results provide clear evidence that it is. Specifically:

*   Search result 1 states: ""Everybody can participate: school students, university students, professionals!""
*   Search result 6 reiterates: ""NSUCRYPTO is the unique cryptographic Olympiad offering scientific mathematical problems for professionals, school and university students from any country.""
*   Search result 7 further confirms: ""NSUCRYPTO is the unique cryptographic Olympiad containing scientific mathematical problems for professionals, school and university students ...""

The term ""school students"" encompasses high school students, as high school is a part of the general school education system. The criterion guidelines explicitly state that terms like ""secondary school students"" or ""pre-university"" are sufficient, and ""school students"" is a broader term that includes these categories. While search result 9 mentions ""university and..."", the overwhelming evidence from multiple other reliable sources (results 1, 6, 7) explicitly includes ""school students"" as eligible participants. Therefore, the competition is open to high school students.",Yes,"The NSUCRYPTO International Students' Olympiad in Cryptography is an academic competition focused on cryptography, which falls under the category of STEM (Science, Technology, Engineering, and Mathematics). The competition involves participants demonstrating their knowledge and skills in cryptography, a subject that is integral to computer science and mathematics. Given that the competition is centered on an academic discipline and aims to evaluate participants' understanding and application of cryptographic principles, it clearly satisfies the criterion for being an academic competition. Therefore, it meets the requirement as outlined in the criterion.",Yes,"The provided Competition listing page, titled '- NSUCRYPTO International Students' Olympiad in Cryptography' (URL: https://nsucrypto.nsu.ru/olymp/2023), clearly focuses on a single competition. The content provides specific details for the 'Olympiad 2023', including 'Olympiad information', 'First round information', and 'Second round information' with precise dates and times. This indicates a dedicated page for one event, not a list or aggregation of multiple competitions.

The URL 'nsucrypto.nsu.ru' and the contact email 'nsucrypto@nsu.ru' both point to the 'nsu.ru' domain, which is associated with Novosibirsk State University. This strongly suggests that the page is run by the competition's organizing body, an educational institution, rather than a third-party aggregator or blog. The presence of logos linking to various universities further supports its official and academic affiliation. The copyright notice '© 2024 NSUCRYPTO' also reinforces its official nature.

There is no evidence on the page to suggest it is a list of multiple competitions, nor does it use titles like 'Top Competitions' or similar phrases. All information presented pertains exclusively to the NSUCRYPTO International Students' Olympiad in Cryptography.","Yes, No","The search results indicate that the NSUCRYPTO Olympiad includes both individual and team components. Specifically, one result mentions the first round is individual and the second round is team-based, indicating the competition has both formats. Therefore, it is correct to say it is both a team competition and an individual competition."
https://bw2024.olympiaadid.ut.ee,Baltic Way 2024 Mathematics Competition,"Annual team mathematics competition for high school students in Tartu, Estonia from November 14-18; promotes collaborative problem-solving among participants.",,,Yes,"The Baltic Way competition is indeed open to secondary school students, as confirmed by the regulations from previous years. Specifically, the regulations for both the Baltic Way 2021 and Baltic Way 2022 state that ""the contestants must be secondary school students or possible candidates for IMO"" (International Mathematical Olympiad). This aligns with the criterion for eligibility, as secondary school students typically include high school students aged 14-18. Therefore, the competition satisfies the criterion of being open to high school students.",Yes,"The Baltic Way competition is a regional team mathematics competition that has been held annually since 1990. It specifically challenges teams of young students to solve mathematical problems together, which clearly aligns with the definition of an academic competition. The focus on mathematics as a school subject categorizes it as an academic competition, satisfying the criterion that requires the competition to be either academic or extracurricular. Therefore, the Baltic Way competition meets the specified criterion.",Yes,"The provided Competition listing page (https://bw2024.olympiaadid.ut.ee) is titled ""Baltic Way 2024"" and its content explicitly focuses on a single event: ""The regional team mathematics competition Baltic Way is held once a year, and this year we are happy to welcome participants to Tartu, Estonia on November 14-18."" The page provides specific details about this competition, including its history (""Baltic Way has been organised annually since 1990"") and its nature (""challenges teams of young students to solve problems together"").

The URL itself, ""https://bw2024.olympiaadid.ut.ee"", contains ""bw2024"" (indicating Baltic Way 2024) and ""ut.ee"", which is the domain for the University of Tartu. This strongly suggests that the page is hosted by the University of Tartu, a credible educational institution, acting as an official organizing body for the competition. There is no evidence on the page to suggest it is a list of multiple competitions, an aggregator, or a third-party blog. The content is entirely dedicated to the ""Baltic Way"" competition for the year 2024.",Yes,The webpage content explicitly states that the Baltic Way competition is a regional team mathematics competition where teams of young students solve problems together. This clearly indicates that it is a team competition.
https://science.edu.sg/for-schools/competitions/National-STEM-Talent-Search,National STEM Talent Search 2024,"Annual competition for students aged 15-21; categories include Biomedical Science, Computer Science, Engineering, and Material Science.",,2024-05-02T00:00:00.000Z,Yes,"The National STEM Talent Search (NSTS) competition is open to ""secondary school or pre-university student aged between 15 – 21 years old (as of 1 May 2024)"", as stated under the ""APPLICANT REQUIREMENTS"" section of the provided competition listing. This directly satisfies the criterion as ""secondary school"" and ""pre-university"" students are equivalent to high school students, and the age range of 15-21 years old includes the typical high school age range of 14-18.",Yes,"The National STEM Talent Search (NSTS) is explicitly described as focusing on ""science and technology"" and has categories such as ""Biomedical Science"", ""Computer Science & Mathematics"", ""Engineering"", and ""Material Science"". Participants are required to have taken part in the Singapore Science & Engineering Fair (SSEF) and showcase their SSEF research projects. The judging criteria also emphasize ""Depth of Understanding of Project"" and ""Scientific Communication"". All these elements align with the definition of an academic competition, specifically in the STEM fields.",Yes,"The provided Competition listing page for ""National STEM Talent Search"" (https://www.science.edu.sg/for-schools/competitions/National-STEM-Talent-Search) clearly satisfies the criterion. The page title, URL, and content are entirely focused on a single competition. The content explicitly states, ""The National STEM Talent Search (NSTS) is an annual competition by Science Centre Singapore with support from the Ministry of Education,"" confirming it is from the official organizing body. The page provides comprehensive details specific to NSTS, including its history (formerly A*STAR Talent Search), categories, applicant requirements, application procedures, key dates, judging criteria, prizes, terms & conditions, and FAQs. It also lists past winners of NSTS and its predecessor. There is no evidence of the page being a list of multiple competitions or a third-party aggregator. While it mentions the Singapore Science & Engineering Fair (SSEF) as a prerequisite for participation, it does not present SSEF as another competition on the same level or as part of a list of competitions. The focus remains exclusively on the National STEM Talent Search.",No,"The competition rules specify that only one team member per SSEF 2024 project is allowed to participate in the National STEM Talent Search (NSTS). This indicates that although projects may be done in teams, the competition itself is not conducted as a team competition but as an individual competition where only one member represents the project."
https://internationalresearcholympiad.org,International Research Olympiad 2025,"$25 registration fee; competition spans from March to June 2025, with finalists presenting impactful solutions to real-world issues.",,,Yes,"The International Research Olympiad (IRO) is explicitly open to students enrolled in grades 6-12, which includes high school students (grades 9-12). The eligibility criteria state: 'To be eligible to compete, you must meet the below criteria: Be enrolled in grades 6-12 or an equivalent homeschool program.' This clearly indicates that high school students, typically aged 14-18, are eligible to participate. Additionally, the IRO aims to inspire and challenge students aged 13-18, further supporting the inclusion of high school students. Therefore, the competition satisfies the criterion of being open to high school students.",Yes,"The International Research Olympiad (IRO) is explicitly described as an olympiad dedicated to testing science research ability and developing critical thinking and analytical skills. It involves participants from over 45 countries and emphasizes research-based challenges, which aligns with the definition of academic competitions. The competition structure includes various rounds (Opens, Semifinals, and Finals), indicating a formal academic competition format. Furthermore, the finals involve students presenting solutions to real-world issues, showcasing their research capabilities and critical thinking skills. This strong emphasis on academic learning and research confirms that the IRO satisfies the criterion for being an academic competition.",Yes,"The International Research Olympiad (IRO) listing is clearly dedicated to a single competition. The content provides detailed information about the IRO, including registration details, competition rounds (Opens, Semifinals, and Finals), and specific dates for each stage of the competition. There is no indication that this page lists multiple competitions; instead, it focuses solely on the IRO, which is evident from the repeated mentions of the event and its unique branding. 

The page is hosted on the official website of the International Research Olympiad (https://www.internationalresearcholympiad.org), which indicates that it is run by the organizing body of the competition. The presence of official announcements, rules, and a clear mission statement about fostering critical thinking and research skills further supports this. 

Additionally, the page includes contact information and links to press releases, which are typical for official competition websites. There are no elements suggesting that this is a third-party aggregator or a list of competitions. 

Overall, the evidence strongly supports that the IRO listing meets the criterion of being from an official competition website dedicated to a single event.",No,"The provided content about the International Research Olympiad (IRO) emphasizes individual research skills, critical thinking, and presentations. There is no mention of team participation or team-based competition formats. The competition highlights individual achievements and roles, indicating it is not a team competition."
https://societyforscience.org/isef,Regeneron International Science and Engineering Fair,Finalists compete for nearly $9 million in awards; open exclusively to high school students in grades 9-12.,,,Yes,"The Regeneron International Science and Engineering Fair (ISEF) is open to high school students. The ""INTERNATIONAL RULES FOR PRE-COLLEGE SCIENCE RESEARCH GUIDELINES FOR SCIENCE AND ENGINEERING FAIRS 2025–2026"" document, which outlines the eligibility criteria for ISEF, states under ""ELIGIBILITY/LIMITATIONS"", point 2a: ""A student must be selected by an ISEF-affiliated fair, and meet both of the following: a. be in grades 9–12 or equivalent; and b. not have reached age 20 on or before May 1 preceding ISEF."" This clearly indicates that the competition is open to students in grades 9-12, which are high school grades.",Yes,"The Regeneron International Science and Engineering Fair (ISEF) is primarily focused on scientific research and engineering projects conducted by high school students. This aligns with the academic competition category, specifically within the STEM (Science, Technology, Engineering, and Mathematics) field. The competition involves students presenting their research to judges, which is a clear indicator of an academic focus. The mention of nearly $9 million in awards, prizes, and scholarships further emphasizes its academic nature, as these are typically associated with educational achievements rather than extracurricular activities. Additionally, the competition is described as a platform for students to showcase their scientific work, which is a hallmark of academic competitions. Therefore, I conclude that the Regeneron ISEF satisfies the criterion for being an academic competition.",Yes,"The provided Competition listing is for ""Regeneron International Science and Engineering Fair"" with the URL `https://www.societyforscience.org/isef`. 

**1. Is it dedicated to a single competition?**
The title of the page is ""Regeneron International Science and Engineering Fair"", and the URL path `/isef` is specific to this event. The entire content of the page, including sections like ""Awards"", ""Compete"" (with links to rules, guidelines, FAQs, categories), ""Science Fair: The Series"", and ""Volunteer for 2025"", is exclusively focused on the Regeneron ISEF. While there is one mention of ""Thermo Fisher Scientific Junior Innovators Challenge"" in the ""Affiliated Fairs"" section, it is in the context of the ""Society's network of affiliated science fairs"" and does not present a list of multiple competitions. The overwhelming focus of the page is on Regeneron ISEF, providing detailed information about its various aspects.

**2. Is it from the official organizing body?**
The domain `societyforscience.org` appears to be the official organizer. The page provides an official contact email `isef@societyforscience.org` and details about sponsorship and volunteering, which are typical of an official organizing body. The depth of information regarding rules, guidelines, and event specifics further confirms its official nature, rather than being a third-party aggregator or blog.

Based on the detailed information provided on the page, it is clear that this is the official website for the Regeneron International Science and Engineering Fair and it is dedicated to this single competition.",Yes,"Based on multiple sources from the official Society for Science website and other educational resources, Regeneron ISEF allows team projects with a limitation of no more than three members per team. Teams competing at ISEF must consist of the original members who competed at the affiliated fair and all must meet eligibility requirements. This confirms that Regeneron ISEF is a team competition as well as allowing individual projects."
https://mkt.marssociety.org/mission-to-mars,2024 Mission to Mars Design Competition for High School Students,"Participants design a Mars mission lasting up to 18 months; features workshops with NASA experts from June 9 - July 18, 2025, with applications due by May 15, 2025.",,,Yes,"The provided Competition listing clearly states: ""The Mars Society is very proud to launch its Fourth Annual International Mission to Mars Engineering Design Competition for high school students aged 13-19 worldwide."" This directly confirms that the competition is open to high school students, and the age range (13-19) encompasses the typical high school age range (14-18).",Yes,"The ""2024 Mission to Mars Design Competition"" is explicitly described as an ""Engineering STEM"" competition in its title and throughout the content. The competition involves designing a Mars surface mission, covering ""science, engineering, and operational hurdles."" Participants will design elements such as ""habitats, vehicles, scientific instruments, power systems, crew composition, mission objectives, and exploration plans."" The judging criteria are weighted towards ""Science"" (40 points) and ""Engineering"" (40 points). The program also features lectures and workshops led by ""top scientists and engineers from NASA, the aerospace industry, and global academia."" These elements clearly indicate that the competition is centered on academic subjects, specifically science and engineering, which falls under the STEM category as defined in the criterion. Therefore, it qualifies as an academic competition.",Yes,"The 2024 Mission to Mars Design Competition listing is dedicated to a single event, as evidenced by the detailed information provided about the competition, including its rules, registration details, eligibility criteria, and schedule. The competition is specifically for high school students aged 13-19 and runs from June 9 to July 18, 2025. The page is hosted on the official website of the Mars Society, which is the organizing body for this competition, confirming that it is not a third-party aggregator or education blog. Additionally, the page includes official contact information for inquiries, further establishing its authenticity. There is no indication that this page is part of a list of multiple competitions; rather, it focuses exclusively on this one event. Therefore, the listing satisfies the criterion of being from the official competition website and dedicated to a single competition.",Yes,"The competition description explicitly mentions that students were organized into teams based on time zones in previous years. It also specifies that each team is divided into groups for Science, Engineering, and Human Operations. Additionally, the competition includes team presentations, critiques, and defenses, which clearly indicates it is a team competition."
https://history.idaho.gov/nhdi,National History Day in Idaho,"Open to grades 4-12; students create projects like documentaries and exhibits on historical themes, culminating in competitions at local, state, and national levels.",State of Idaho,2018-07-09T00:00:00.000Z,Yes,"The provided content explicitly states under the ""Who can participate?"" section: ""Students grades 4th -12th are able to participate!"" and further clarifies that ""9th – 12th graders participate in the Senior Division."" This directly confirms that the competition is open to high school students (grades 9-12).",Yes,"The National History Day in Idaho (NHD) is described as a ""year-long student-led academic program focused on historical research, interpretation, and creative expression for 4th-12th grade students across Idaho."" The competition explicitly states its focus on ""historical research"" and teaches ""critical thinking, writing, and research skills."" Students create projects such as ""historical paper, documentary, performance, exhibit, or website"" based on historical themes, with the 2023-2024 theme being ""Turning Points in History."" According to the criterion, academic competitions are centered on school subjects such as history. Therefore, the National History Day in Idaho clearly falls under the definition of an academic competition.",Yes,"The National History Day in Idaho page is dedicated to a single competition, as it provides detailed information about the National History Day (NHD) program specifically for Idaho. The content includes a clear description of the competition, eligibility criteria (students in grades 4-12), and a detailed contest calendar with specific dates and locations for regional and state contests. This indicates a focused approach on one event rather than a list of multiple competitions.

The page is hosted by the Idaho State Historical Society, which is the official organizing body for this competition, confirming that it is not a third-party aggregator. Official contact information is provided, including a phone number and email address for inquiries related to the competition. Additionally, the page outlines the mission of the NHD program, emphasizing its educational goals and the skills students develop through participation.

There are no indications that this page is summarizing or comparing multiple events, nor does it use titles that suggest a list of competitions. Instead, it focuses exclusively on the National History Day in Idaho, fulfilling the criterion requirements.",Yes,"According to the National History Day Contest Rule Book 2020, an NHD project may be completed by an individual or a group of two to five students. This confirms that the competition allows team projects, making it a team competition option."
https://actuarialfoundation.org/modeling-the-future-challenge,Modeling the Future Challenge - The Actuarial Foundation,"Open to junior and senior high school students; offers $60,000 in scholarships for developing mathematical models to solve real-world issues.",,,Yes,"The Modeling the Future Challenge is explicitly open to high school students. According to the FAQ section of the competition's website, it states: ""High school students in the United States who are taking junior or senior level mathematics classes such as statistics, probability, pre-calc, calculus or other similar high-level math classes are eligible."" Additionally, the eligibility rules specify that students must be junior or senior level students, with some exceptions for advanced sophomore students. This aligns with the criterion that the competition is open to students in grades 9-12 (ages 14-18). Therefore, the competition meets the requirement of being open to high school students.",Yes,"The Modeling the Future Challenge is explicitly described as an academic competition aimed at high school students. It focuses on mathematical modeling, data analysis, and risk management, which are all academic subjects. The competition is designed for students enrolled in junior or senior level mathematics classes, such as statistics and calculus, indicating its strong academic orientation. The goal of the competition is to challenge students to develop mathematical models to solve real-world problems, further reinforcing its academic nature. Therefore, it clearly satisfies the criterion of being an academic competition.",Yes,"The provided Competition listing page, ""Modeling the Future Challenge - The Actuarial Foundation"" (https://actuarialfoundation.org/modeling-the-future-challenge), satisfies the criterion. The page is entirely dedicated to a single competition, the ""Modeling the Future Challenge"" (MTFC). This is evident from the title, headings, and the comprehensive details provided, which exclusively pertain to the MTFC. These details include: specific rules, eligibility (""High school students in the United States who are taking junior or senior level mathematics classes...""), a detailed timeline for 2023-2024, descriptions of ""Phase One: Scenarios"" and ""Phase Two: Project Proposals,"" and lists of past winners for 2022-2023 and 2023-2024. The page also provides specific FAQs related to the MTFC. The URL itself (`actuarialfoundation.org/modeling-the-future-challenge`) and the content explicitly state that the competition is hosted by ""The Actuarial Foundation."" There is no evidence of the page listing, summarizing, or comparing multiple competitions; its focus is solely on the Modeling the Future Challenge. The page also provides official contact information (email: `challenge@mtfchallenge.org`) and links to social media accounts specifically for the ""Modeling the Future"" competition, further confirming its official nature.",Yes,"The Modeling the Future Challenge allows submissions from teams of one to five students, explicitly indicating that it is a team competition. The content states that teams conduct actuarial research projects together, confirming the team-based nature of the competition."
https://owlypia.org/owlypia-online,Owlypia Online Knowledge Competition,"Compete in a global knowledge competition with 90 questions for ages 15-18; registration fee is £20, with opportunities to qualify for global rounds in Cambridge, Boston, and Abu Dhabi.",,,Yes,"The Owlypia Online competition is explicitly stated to be open to participants aged 9-18. This age range includes high school students, as high school typically encompasses ages 14-18. The competition is divided into three categories based on age: Owlins (ages 9-11), Owlets (ages 12-14), and Owlys (ages 15-18). The Owlys category specifically includes students aged 15-18, which corresponds to high school students in the US (grades 9-12) and the UK (Years 10-13). Therefore, the competition satisfies the criterion of being open to high school students, as it includes participants in the relevant age range.",Yes,"The Owlypia Online competition is primarily an academic competition as it focuses on various school subjects such as art, economics, literature, science and technology, and social sciences. The competition is designed for students aged 9-18 and involves a multiple-choice exam that tests knowledge in these academic areas. The description emphasizes intellectual curiosity and academic preparation, which aligns with the definition of an academic competition. While art is mentioned, it is presented within the context of academic subjects rather than as a purely extracurricular activity. Therefore, the competition satisfies the criterion of being academic.",Yes,"The provided Competition listing page for ""Owlypia Online"" (https://www.owlypia.org/owlypia-online) clearly focuses on a single competition. The page title is ""Owlypia Online"", and the URL is within the owlypia.org domain, specifically for the ""owlypia-online"" section. The content provides detailed information about this specific competition, including registration fees, specific dates for its rounds (e.g., ""02 Nov 2024"", ""25 Jan 2025""), age groups, number of questions, subjects, and prize structures. It also outlines the ""How Owlypia Online Works"" process. The page does not list multiple competitions, nor does it use language typical of aggregators or blogs (e.g., ""Top Competitions"", ""List of...""). While it mentions ""Owlypia Globals"", this is presented as a subsequent stage that participants of Owlypia Online can qualify for, rather than a separate, unrelated competition being listed on the same page. The consistent branding and comprehensive details strongly indicate that this is the official website for the Owlypia Online competition, run by its organizing body, Perceptum Education.",No,"The Owlypia Online competition is described as an individual knowledge competition where participants select their preferred subjects and take multiple-choice exams individually. There is no mention of team participation or collaborative competition. Prizes and medals are awarded to individual participants based on their performance, indicating it is not a team competition."
https://tsaweb.org/competitions-programs/programs/teams,TEAMS STEM Competition,"Engages teams of 2-4 students in solving engineering challenges; includes design/build, multiple choice, and essay components.",,,Yes,"The provided content for the TEAMS competition clearly states: ""TEAMS challenges teams of middle school and high school students to collaboratively solve real-world engineering issues by applying their STEM knowledge in practical and creative ways."" This explicitly indicates that the competition is open to high school students.",Yes,"The provided content clearly states that TEAMS (Tests of Engineering Aptitude, Mathematics, and Science) is a ""science, technology, engineering, and mathematics (STEM) competition."" It further elaborates that it ""challenges teams of middle school and high school students to collaboratively solve real-world engineering issues by applying their STEM knowledge in practical and creative ways."" The competition includes components like ""Design/Build"", ""Multiple Choice"" (using math and science skills), and ""Essay"". These descriptions directly align with the criterion's definition of academic competitions, which are ""centered on school subjects such as science, math, engineering, technology"". Therefore, TEAMS is an academic competition.",Yes,"The TEAMS competition listing is dedicated to a single event, as evidenced by the detailed description of the competition, which includes specific information about participation, competition structure, and registration processes. The page clearly states that TEAMS (Tests of Engineering Aptitude, Mathematics, and Science) is a STEM competition organized by the Technology Student Association (TSA), indicating that it is run by the official organizing body rather than a third-party aggregator. The content includes official branding, such as the TEAMS logo, and provides contact information for inquiries, further supporting its official status. There is no indication that this page is a list of multiple competitions; instead, it focuses exclusively on the TEAMS competition. Therefore, the TEAMS competition listing satisfies the criterion of being from the official competition website and dedicated to a single event.",Yes,The content explicitly states that TEAMS challenges teams of middle school and high school students and that teams of two to four students compete at the state-level. This clearly indicates that the competition is a team competition.
https://oh-rcmcrc.nhd.org/App?f=7b13c564-bd57-499e-a99b-ecba491a5cec,Cincinnati Museum Center Region 8 Contest,"Open to high school students; contest date is March 16, 2024, with submission deadline on March 7, 2024, focusing on historical themes.",,2023-11-27T00:00:00.000Z,Yes,"The Region 8 - Cincinnati Museum Center Regional Contest is indeed open to high school students. According to the Ohio History Day guidelines, the contests are for students in grades 6-12, which includes high school students (grades 9-12). This is explicitly stated in the information found on the Ohio History Day website, which mentions that the contests are divided into tiers for grades 6-12. Therefore, high school students are eligible to participate in this competition. Additionally, the contest is scheduled for March 16, 2024, and registration details confirm that students are required to submit their projects and materials, further indicating that the competition is structured for student participation.",Yes,"The Competition listing is for ""Region 8 - Cincinnati Museum Center Regional Contest,"" which is explicitly referred to as ""Ohio History Day Region 8."" The theme for the competition is ""**_Turning Points in History_**,"" and the description of the theme involves historical analysis: ""A turning point is an idea, event, or action that directly, or sometimes indirectly, causes change."" The provided content also includes links to documents such as ""NHD 2024 Theme Book.pdf"" and ""National History Day Rule Book.pdf,"" further supporting its academic nature. According to the criterion, ""Academic competitions are centered on school subjects such as... history..."". Since this competition is clearly focused on history, it qualifies as an academic competition.",Yes,"The Competition listing is titled ""Region 8 - Cincinnati Museum Center Regional Contest"" and the content explicitly states, ""Cincinnati Museum Center is proud to host the Region 8 contest for Adams, Brown, Butler, Clermont, Clinton, Hamilton, Highland and Warren counties."" This confirms the page is dedicated to a single, specific competition. The page provides detailed information relevant to this single event, including ""Important Dates and Locations"" such as registration opening, submission deadlines, and the ""Contest Date is March 16, 2024 at Cincinnati Museum Center."" Official contact information is provided: ""Tony Lawson at tlawson@cincymuseum.org"". The URL `https://oh-rcmcrc.nhd.org/App?f=7b13c564-bd57-499e-a99b-ecba491a5cec` contains `nhd.org` (National History Day) and `oh-rcmcrc` (Ohio Region 8 Cincinnati Museum Center Regional Contest), which aligns with the contest being a regional event under the National History Day umbrella, hosted by the Cincinnati Museum Center. The page does not list multiple competitions or use phrases indicating a compilation of events. All evidence points to this being an official page for a single competition.",Yes,"The Ohio History Day contest, including the Region 8 Cincinnati Museum Center Regional Contest, allows group participation as part of its competition format. According to the Ohio History Connection Contest Rule Book, groups can be formed with up to five students, and all members must participate in researching and creating the project. Additionally, National History Day categories such as documentary, exhibit, performance, and website offer both individual and group participation options. This confirms that the competition supports team participation."
https://theaatproject.com/aat-competition.php,The AAT Project Competition,Open to ages 12.5-24; focuses on STEM/STEAM innovation with a mission to redefine role models in science and technology.,,,Yes,"The AAT Project competition is open to individuals aged 12.5 to 24, as stated in the official rules document: ""The AAT Project is open to individuals between the ages of 121⁄2 - 24 (must be in school) from all over the world."" This age range includes high school students, as students typically in grades 9-12 are generally aged 14-18. Therefore, the competition does satisfy the criterion of being open to high school students, as those aged 14-18 fall within the specified age range of 12.5 to 24. Additionally, there is no restriction mentioned that would exclude high school students from participating.",Yes,"The AAT Project is described as ""an online STEM (Science,Technology, Engineering, and Mathematics) and STEAM (Science, Technology, Engineering, Art, and Mathematics) platform."" The mission is to ""promote technological and scientific innovation, and change the cultural aspect of what science and math look like by setting a new, higher standard for role models."" This directly aligns with the criterion's definition of an academic competition, which includes subjects like science, math, engineering, and technology. The inclusion of ""Art"" in STEAM also covers extracurricular elements. Therefore, the competition is academic/extracurricular.",Yes,"The AAT Project competition listing is dedicated to a single competition, as evidenced by the detailed information provided on the official rules and eligibility criteria. The official rules document specifies that the competition is open to individuals aged 12.5 to 24 who are in school, and it outlines the application process, entry requirements, and categories for submissions. This indicates a clear focus on one event rather than a list of multiple competitions. Furthermore, the AAT Project is described as a collaboration of academia, science, finance, and media, which suggests that it is organized by a legitimate body rather than a third-party aggregator. The official rules document can be accessed directly from the AAT Project's website, confirming that it is run by the competition's organizing body. Therefore, the listing satisfies the criterion of being from the official competition website and not a list of multiple competitions.",Yes,The official rules document from The AAT Project website states that participants can submit an entry either as an individual or as part of a group comprised of up to three persons (a team). This clearly indicates that the competition allows team participation.
https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/eucys_en,EU Contest for Young Scientists (EUCYS) 2024,"150 young scientists from 40 countries present 90 projects at this prestigious competition in Katowice, Poland, from September 9-14, 2024.",,,Yes,"The EU Contest for Young Scientists (EUCYS) is explicitly stated to be open to contestants aged 14 to 20. This age range includes high school students, as high school typically encompasses students aged 14 to 18. The competition allows project entries from students working in any scientific field within this age group, which aligns with the criterion for high school student eligibility. Additionally, the competition accepts projects from individuals or teams of up to three members, further indicating inclusivity for students at the high school level. Therefore, the EUCYS satisfies the criterion of being open to high school students.",Yes,"The EU Contest for Young Scientists (EUCYS) is an academic competition where participants aged 14 to 20 present scientific projects. The competition emphasizes school subjects such as science, technology, and engineering, aligning it with the definition of an academic competition. The stated goals include promoting cooperation and information exchange among young scientists, and the judging criteria focus on originality, creativity, and thoroughness in scientific study. These factors confirm that EUCYS is primarily an academic competition, satisfying the criterion.",Yes,"The provided Competition listing page for the ""EU Contest for Young Scientists (EUCYS)"" clearly satisfies the criterion. 

1.  **Dedicated to a single competition:** The title ""EU Contest for Young Scientists (EUCYS)"" and all content on the page, including details on participation, award criteria, prizes, and past contests, are exclusively focused on this single competition. There is no mention or listing of other competitions.
2.  **Official organizing body:** The URL `https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/eucys_en` is on the `ec.europa.eu` domain, which is the official domain for the European Commission. The content explicitly states, ""The contest is an initiative of the Commission under the Science and Society programme"" and ""organised by the European Commission and Poland."" This confirms the page is run by the competition's organizing body.
3.  **Detailed information and official branding:** The page provides comprehensive details about the competition, including its aim, how to participate, evaluation process, prize details, and news updates, all specific to EUCYS. The branding and content are consistent with an official European Commission publication.
4.  **Not a list of multiple competitions:** The page does not present a list of multiple competitions, nor does it use titles or formats indicative of an aggregator or comparison site. It is solely focused on EUCYS.",Yes,The EU Contest for Young Scientists (EUCYS) allows projects to be submitted by individuals or teams of up to 3 people. This clearly indicates that it is a team competition as teams are permitted to participate.
